Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
,Mixed / non conventional,29,31,51,53,-277721.47,0.07,0.0,-307.29,289.149,8.635,33.4856977417487,,,-8293.804605477077,-277723.83414812875,1790,-0.0004776305231946216,-0.015989972682419307,33.47770275540749,0.0,-0.84265
,Mixed / non conventional,29,31,50,52,-119565.2,0.07,0.0,5.79,46.091,2.778,16.59143268538517,,,-7207.598945498374,-119584.3927274894,1791,-0.02001253823950667,-0.32874714862299825,16.427059111073667,0.0,-1.01022
,Mixed / non conventional,29,31,52,54,-457079.31,0.09,0.0,-22.65,133.911,2.778,48.204103671706264,,,-9483.682823024179,-457152.42999063747,1792,0.0016949869287095029,0.08177462909740996,48.24499098625497,0.0,0.45964
,Mixed / non conventional,29,31,54,56,-722772.13,0.49,0.0,161.27,37.266,0.629,59.246422893481714,,,-12193.306486745501,-722409.7925835578,1793,-0.018828589578298447,-1.1051226304227129,58.69386157827036,0.0,-0.70374
,Mixed / non conventional,29,31,56,58,1785449.88,0.5,0.0,-166.12,-73.01,0.629,-116.07313195548491,,,-15374.169048504882,1784527.9526730392,1794,0.015656435905615985,1.8316299492769872,-116.9889469301234,0.0,-0.70064
,Mixed / non conventional,29,31,58,60,-334091.81,0.13,0.0,-127.3,45.541,2.599,17.522508657175834,,,-19063.969620146378,-334048.572709152,1795,-0.019138147405082673,-0.3321697963250756,17.356423759013296,0.0,-0.80036
,Mixed / non conventional,29,31,60,62,-822253.06,0.09,0.0,264.19,91.706,2.599,35.2851096575606,,,-23300.40731351191,-822157.4271230947,1796,-0.012907938386200005,-0.45253735923487426,35.05884097794316,0.0,-0.89035
,Mixed / non conventional,29,31,62,64,-1071433.63,0.1,0.0,58.41,40.61,1.066,38.09568480300187,,,-28121.181240446072,-1071295.6568241229,1797,-0.018765591897173833,-0.7082427766015869,37.741563414701076,0.0,-0.52706
,Mixed / non conventional,29,31,64,66,2839498.25,0.1,0.0,-140.95,-90.173,1.066,-84.59005628517824,,,-33563.99051278921,2839179.846632028,1798,0.0019565755251471626,0.1656689056614482,-84.67289073800896,0.0,-0.86828
,Mixed / non conventional,29,31,66,68,-628134.63,0.1,0.0,36.32,46.221,2.919,15.834532374100718,,,-39666.53424238932,-628101.0206294884,1799,-0.019054630578342422,-0.2988737007902227,15.685095523705606,0.0,-0.82752
,Mixed / non conventional,29,31,68,70,-1232315.88,0.1,0.0,148.29,77.41,2.919,26.519355943816375,,,-46466.51154108182,-1232261.9590254002,1800,-0.013636431414704515,-0.35918040898368275,26.339765739324534,0.0,-0.3928
,Mixed / non conventional,29,31,53,55,-693688.63,0.39,0.0,292.12,36.49,0.567,64.3562610229277,,,-10781.945987120022,-693885.7302822039,1801,-0.018553895589323983,-1.1830839395943613,63.76471905313052,0.0,-0.47164
,Mixed / non conventional,29,31,55,57,1323741.5,0.4,0.0,-256.4,-54.711,0.567,-96.4920634920635,,,-13722.476710880474,1324110.0940546412,1802,-0.011763290111014228,-1.128427128427134,-95.92784992784993,0.0,-0.8174
,Mixed / non conventional,29,31,57,59,-145541.61,0.03,0.0,323.05,49.162,5.794,8.48498446668968,,,-17153.095888600008,-145543.7521704097,1803,-0.02744880532913741,-0.22974951203180716,8.370109710673777,0.0,-0.55497
,Mixed / non conventional,29,31,59,61,-539377.31,0.03,0.0,-65.48,148.032,5.794,25.54918881601657,,,-21111.502632123484,-539381.7669379537,1804,-0.008933749976946636,-0.22723503450396265,25.43557129876459,0.0,-0.63725
,Mixed / non conventional,29,31,61,63,-1071687.25,0.14,0.0,74.34,40.07,0.958,41.8267223382046,,,-25635.396053292803,-1072244.592750984,1805,-0.016546356035973882,-0.6864011209603049,41.48352177772445,0.0,-0.80601
,Mixed / non conventional,29,31,63,65,2173891.25,0.16,0.0,-160.87,-67.733,0.958,-70.70250521920669,,,-30762.475263951364,2174984.067905238,1806,-0.010987898412471366,-0.7726271704261904,-70.31619163399358,0.0,-0.81298
,Mixed / non conventional,29,31,65,67,-347492.22,0.07,0.0,97.65,48.806,5.131,9.51198596764763,,,-36530.43937594186,-347477.02673596144,1807,-0.019931870545925285,-0.1877208590115167,9.418125538141872,0.0,-0.55144
,Mixed / non conventional,29,31,67,69,-920791.31,0.07,0.0,-124.17,109.928,5.131,21.424283765347884,,,-42976.98750110756,-920751.1756035376,1808,-0.016543467470698053,-0.35152422674983796,21.248521651972965,0.0,-0.59595
,Mixed / non conventional,29,31,69,71,-1334681.88,0.27,0.0,-598.26,42.963,1.614,26.618959107806692,,,-50139.81875129532,-1334669.7850135693,1809,-0.015441604471119077,-0.4078901984198211,26.41501400859678,0.0,-0.68409
,Mixed / non conventional,29,31,71,1,162590.42,0.27,0.0,384.26,-149.16,1.614,-92.41635687732341,,,-1759.2918860102836,162587.34678890574,1810,0.00661302311513114,0.6131789876554876,-92.72294637115115,0.0,-1.04181
,Mixed / non conventional,29,31,70,72,-1179677.25,0.35,0.0,-367.46,43.726,2.002,21.841158841158844,,,-54001.6215207197,-1179457.9933141808,1811,-0.009971571016650298,-0.2167101959162494,21.73280374320072,0.0,-0.90005
,Mixed / non conventional,29,31,72,2,171172.41,0.34,0.0,-28.39,-201.141,2.002,-100.47002997002998,,,-1703.356482797449,171136.27687630456,1812,0.007728265321988405,0.7794710279740116,-100.85976548401699,0.0,-1.03996
,Mixed / non conventional,29,31,4,6,-838355.5,0.06,0.0,15.37,170.298,2.477,68.75171578522406,,,-12193.306486745501,-838310.7420588557,-230,-0.010332089619572084,-0.7140376394334709,69.10873460494079,0.0,
,Mixed / non conventional,29,31,6,8,-815244.75,1.62,0.0,28.6,33.848,0.394,85.90862944162436,,,-9483.682823024179,-814730.1933850822,-367,0.015667835206546684,1.3355397406276808,85.24085957131052,0.0,
,Mixed / non conventional,29,31,8,10,1287203.13,1.56,0.0,-110.4,-70.32,0.394,-178.47715736040607,,,-7207.598945498374,1286391.77118641,-504,-0.02837888728098626,-5.137886887381541,-181.04610080409685,0.0,
,Mixed / non conventional,29,31,10,12,-42875.58,0.06,0.0,27.21,49.324,6.129,8.0476423560124,,,-5327.355742324881,-42872.653717479596,-628,0.04018280958797897,0.31700774940762066,7.889138481308589,0.0,
,Mixed / non conventional,29,31,12,14,-323765.44,0.04,0.0,-72.48,521.445,6.129,85.07831620166424,,,-3805.254101660642,-323744.6116887639,-759,-0.024582092839047165,-2.1174284791868274,86.13703044125765,0.0,
,Mixed / non conventional,29,31,14,16,-271132.47,0.41,0.0,158.76,32.411,0.311,104.2154340836013,,,-2603.594911662535,-271334.77389676665,-878,0.03403304261975974,3.4874244768765976,102.47172184516299,0.0,
,Mixed / non conventional,29,31,16,18,343622.31,0.37,0.0,-184.14,-63.482,0.311,-204.12218649517683,,,-1684.6790604875298,343880.3733693549,-997,-0.01940128399609152,-3.9990256260352623,-206.12169930819448,0.0,
,Mixed / non conventional,30,32,31,33,-1097.35,0.03,0.0,45.94,-1658.275,14.242,-116.4355427608482,,,9.424777960769378,-1097.3791372626624,1821,0.041130697400066016,4.8896320643266336,-118.88035879301151,0.0,-0.9412
,Mixed / non conventional,30,32,33,35,39.41,0.05,0.0,306.71,-47.647,14.242,-3.345527313579553,,,-11.780972450961722,39.41356511522069,1822,0.04244408437757631,0.14507666672694475,-3.4180656469430257,0.0,1.02221
,Mixed / non conventional,30,32,35,37,1060.85,0.16,0.0,-220.75,-49.187,3.824,-12.86270920502092,,,-82.46680715673212,1060.7465595235833,1823,0.03307116815593819,0.43253707218411996,-13.078977741112979,0.0,0.54016
,Mixed / non conventional,30,32,37,39,-30723.04,0.17,0.0,196.51,474.834,3.824,124.17207112970712,,,-247.400421470196,-30720.2227323167,1824,0.026920098972662208,3.3883315548566344,125.86623690713543,0.0,-0.43348
,Mixed / non conventional,30,32,39,41,55849.43,0.04,0.0,-220.35,-1465.091,14.278,-102.61178036139515,,,-544.2809272344314,55849.634960275966,1825,0.03240310769508598,3.3796969113321182,-104.30162881706121,0.0,-0.46639
,Mixed / non conventional,30,32,43,45,-18621.84,0.14,0.0,-8.96,49.893,4.514,11.052946389011963,,,-1684.6790604875298,-18620.667338259707,1827,-0.028899762004707705,-0.3148775765813294,10.895507600721299,0.0,-1.91839
,Mixed / non conventional,30,32,45,47,-195961.33,0.12,0.0,38.12,339.728,4.514,75.2609658839167,,,-2603.594911662535,-195949.06782217318,1828,0.01888520233129204,1.4348674494166431,75.97839960862501,0.0,0.24604
,Mixed / non conventional,30,32,47,49,306461.19,0.09,0.0,-368.42,-1156.116,14.355,-80.53751306165098,,,-3805.254101660642,306465.7019153949,1829,0.008594525069532654,0.6951689987397884,-80.88509756102087,0.0,-0.13177
,Mixed / non conventional,30,32,34,36,267.26,0.06,0.0,119.47,-50.92,7.183,-7.088960044549632,,,-37.699111843077524,267.2474975705844,1831,0.017567144512708296,0.12563632125316815,-7.151778205176216,0.0,-0.51335
,Mixed / non conventional,30,32,36,38,-1364.66,0.07,0.0,-41.49,65.002,7.183,9.049422246972016,,,-150.79644737231,-1364.620725615327,1832,-0.034287609263019714,-0.30505328022192835,8.896895606861051,0.0,
,Mixed / non conventional,30,32,38,40,-85019.05,0.75,0.0,147.04,62.966,0.279,225.68458781362006,,,-376.99111843077526,-85081.08517244513,1833,0.005967992905530468,1.3509151449597994,226.36004538609996,0.0,-0.07649
,Mixed / non conventional,30,32,40,42,167389.52,0.73,0.0,-152.9,-61.985,0.279,-222.16845878136198,,,-753.9822368615518,167511.07151205477,1834,-0.026115624694308403,-5.727282310773717,-219.30481762597512,0.0,0.02077
,Mixed / non conventional,30,32,44,46,-71099.75,0.06,0.0,-161.09,486.482,14.445,33.678227760470755,,,-2111.150263212339,-71099.79940104292,1836,0.002759670931926238,0.09306924643638581,33.72476238368895,0.0,-0.88113
,Mixed / non conventional,30,32,46,48,-358273.47,2.26,0.0,60.12,35.682,0.315,113.27619047619048,,,-3166.7253948185225,-358714.58900925244,1837,-0.025596702913051207,-2.8628571428571377,111.84476190476191,0.0,0.03739
,Mixed / non conventional,30,32,48,50,654031.88,2.26,0.0,75.86,-45.597,0.315,-144.75238095238095,,,-4523.893421169273,654844.3438890645,1838,-0.022296074913853946,-3.1918273191629396,-143.15646729279948,0.0,-0.48638
,Mixed / non conventional,30,32,50,52,-49906.31,0.05,0.0,4.29,50.589,6.305,8.023632038065028,,,-6220.353454107836,-49909.82726246809,1839,-0.03415386447654998,-0.26943688579653813,7.888913595166759,0.0,-1.32311
,Mixed / non conventional,30,32,52,54,-239511.55,0.03,0.0,-27.1,182.092,6.305,28.88057097541634,,,-8293.804605477077,-239529.81256471563,1840,-0.009642495029942296,-0.27714457947725535,28.741998685677714,0.0,0.47023
,Mixed / non conventional,30,32,51,53,-124415.02,0.06,0.0,-305.78,47.569,2.756,17.26015965166909,,,-7207.598945498374,-124404.3085045037,1841,-0.015940380857800206,-0.27295799134394017,17.12368065599712,0.0,-1.20893
,Mixed / non conventional,30,32,53,55,-480607.94,0.04,0.0,282.21,139.655,2.756,50.67307692307693,,,-9483.682823024179,-480567.3892051676,1842,-0.0042223123144807875,-0.21350681048736675,50.56632351783324,0.0,0.00064
,Mixed / non conventional,30,32,55,57,799434.44,0.0,0.0,-241.94,-700.09,10.678,-65.56377598801274,,,-12193.306486745501,799439.2150501646,1843,0.0024247347375487174,0.159167734930989,-65.64335985547822,0.0,-0.4614
,Mixed / non conventional,30,32,57,59,-73463.84,0.0,0.0,322.8,51.024,10.678,4.778422925641506,,,-15374.169048504882,-73464.28184406378,1844,-0.03315274158114814,-0.15583464751991816,4.700505601881547,0.0,-0.92506
,Mixed / non conventional,30,32,59,61,-293935.59,0.09,0.0,-68.38,48.408,3.14,15.41656050955414,,,-19063.969620146378,-293900.84120128845,1845,-0.021859456937685613,-0.33335417002350987,15.249883424542386,0.0,-0.89883
,Mixed / non conventional,30,32,61,63,-786380.69,0.09,0.0,68.55,105.964,3.14,33.74649681528662,,,-23300.40731351191,-786307.1212003108,1846,-0.01390662013013687,-0.46605905878867304,33.51346728589228,0.0,-0.43285
,Mixed / non conventional,30,32,63,65,1414187.88,0.03,0.0,-149.84,-434.176,8.634,-50.286773222145,,,-28121.181240446072,1414123.4637771498,1847,-0.000900200222736819,-0.04524779841618454,-50.26414932293691,0.0,-0.64228
,Mixed / non conventional,30,32,65,67,-198417.25,0.0,0.0,96.27,51.039,8.634,5.911396803335649,,,-33563.99051278921,-198410.0662244902,1848,-0.024629013716371072,-0.14382079083715205,5.839486407917073,0.0,-0.88772
,Mixed / non conventional,30,32,67,69,-571767.13,0.05,0.0,-126.36,48.787,3.385,14.412703101920236,,,-39666.53424238932,-571701.9811177099,1849,-0.021972698577666604,-0.31324456672502343,14.256080818557724,0.0,-0.82173
,Mixed / non conventional,30,32,69,71,-998541.19,0.04,0.0,-598.22,72.733,3.385,21.486853766617433,,,-46466.51154108182,-998419.1385280662,1850,-0.016088577813520192,-0.34293425655619103,21.315386638339337,0.0,-0.54165
,Mixed / non conventional,30,32,54,56,-687779.75,0.61,0.0,156.61,39.234,0.615,63.795121951219514,,,-10781.945987120022,-687835.5591197837,1851,-0.018247291942140555,-1.153563509661069,63.21834019638898,0.0,-0.18247
,Mixed / non conventional,30,32,56,58,1317290.88,0.61,0.0,-153.58,-59.041,0.615,-96.00162601626016,,,-13722.476710880474,1317380.077214787,1852,-0.007530629406018176,-0.7202407348748778,-95.64150564882272,0.0,-0.3459
,Mixed / non conventional,30,32,58,60,-171836.56,0.03,0.0,-129.01,49.957,4.987,10.017445357930619,,,-17153.095888600008,-171830.20078339495,1853,-0.027109186189811726,-0.2679330676457976,9.88347882410772,0.0,-1.00456
,Mixed / non conventional,30,32,60,62,-511180.63,0.05,0.0,258.67,120.746,4.987,24.212151594144775,,,-21111.502632123484,-511154.9021091602,1854,-0.01400207262270057,-0.3366633128947747,24.043819937697386,0.0,-0.8314
,Mixed / non conventional,30,32,62,64,-954013.31,0.15,0.0,56.0,42.657,1.146,37.22251308900523,,,-25635.396053292803,-954213.8651355244,1855,-0.017096328252208578,-0.6309746274667702,36.90702577527185,0.0,-0.32006
,Mixed / non conventional,30,32,64,66,2074859.0,0.15,0.0,-131.13,-77.311,1.146,-67.46160558464224,,,-30762.475263951364,2075285.9730640003,1856,-0.011489060534920088,-0.7706434855168851,-67.0762838418838,0.0,-0.63926
,Mixed / non conventional,30,32,66,68,-367119.25,0.05,0.0,33.27,49.9,4.965,10.050352467270896,,,-36530.43937594186,-367143.79151248717,1857,-0.02560119363107853,-0.25404904023970687,9.923327947151042,0.0,-1.00186
,Mixed / non conventional,30,32,68,70,-836351.75,0.05,0.0,145.49,96.627,4.965,19.461631419939575,,,-42976.98750110756,-836402.2902859052,1858,-0.01919255138918946,-0.3699680457791672,19.27664739704999,0.0,-0.35277
,Mixed / non conventional,30,32,70,72,-990648.69,0.08,0.0,-366.44,46.348,2.346,19.75618073316283,,,-50139.81875129532,-990571.321178617,1859,-0.011546462138475318,-0.2268045974874795,19.64277843441909,0.0,-0.79315
,Mixed / non conventional,30,32,72,2,131920.25,0.09,0.0,-17.89,-175.902,2.346,-74.97953964194373,,,-1759.2918860102836,131910.895708858,1860,-0.004233641036332623,-0.31676591931599773,-74.82115668228573,0.0,-1.01274
,Mixed / non conventional,30,32,71,1,117164.35,0.05,0.0,383.92,-948.408,14.634,-64.80852808528086,,,-1807.863323109681,117164.96095010293,1861,0.005211235022010452,0.3386147718620123,-64.97783547121186,0.0,-0.97541
,Mixed / non conventional,30,32,3,5,-261845.23,0.15,0.0,-14.53,47.499,2.789,17.03083542488347,,,-15374.169048504882,-261834.94285942393,-162,0.04548609452171177,0.7574397029583366,16.652115573404302,0.0,
,Mixed / non conventional,30,32,5,7,-870346.44,0.15,0.0,14.87,199.071,2.789,71.37719612764431,,,-12193.306486745501,-870324.0285489112,-299,-0.035335722166875805,-2.567527490446153,72.66095987286738,0.0,
,Mixed / non conventional,30,32,7,9,837882.25,0.06,0.0,-162.78,-1296.263,14.672,-88.34944111232278,,,-9483.682823024179,837878.0771007218,-436,-0.03669286198830843,-3.3023807500254065,-90.00063148733548,0.0,
,Mixed / non conventional,30,32,11,13,-24034.35,0.04,0.0,-71.22,51.184,11.345,4.511591009255178,,,-5327.355742324881,-24034.85027017688,-694,-0.0027799793686367723,-0.012559587622691382,4.517870803066524,0.0,
,Mixed / non conventional,30,32,13,15,-349395.5,0.03,0.0,0.75,1041.71,11.345,91.82106654914058,,,-3805.254101660642,-349402.490104972,-819,-0.030382420494466784,-2.8327796047055642,93.23745635149336,0.0,
,Mixed / non conventional,30,32,15,17,242857.86,0.05,0.0,-228.49,-996.2,10.68,-93.27715355805245,,,-2603.594911662535,242855.9223781103,-938,-0.03976754441290307,-3.784656596472942,-95.16948185628891,0.0,
,Mixed / non conventional,30,32,17,19,8061.6,0.03,0.0,106.43,-51.106,10.68,-4.785205992509364,,,-1684.6790604875298,8061.536335699972,-1057,0.022784068117053784,0.10779841606025364,-4.731306784479237,0.0,
,Mixed / non conventional,31,33,32,34,5798.77,2.08,0.0,-484.56,145.836,0.237,615.3417721518988,,,9.424777960769378,5799.459572517988,1871,0.01301159156252889,8.05900605821796,619.3712751810078,0.0,-0.87127
,Mixed / non conventional,31,33,34,36,2658.0,1.28,0.0,89.23,-53.478,0.237,-225.64556962025318,,,-11.780972450961722,2658.3242393777678,1872,0.02410160520399925,5.504757177132433,-228.3979482088194,0.0,-0.75792
,Mixed / non conventional,31,33,36,38,17878.93,1.14,0.0,-73.76,-62.454,0.288,-216.85416666666669,,,-82.46680715673212,17883.270743633846,1873,-0.006548296390568823,-1.41539115646259,-216.1464710884354,0.0,-0.38439
,Mixed / non conventional,31,33,40,42,-291077.38,2.31,0.0,-54.18,127.502,0.238,535.7226890756302,,,-544.2809272344314,-291583.641950607,1875,0.04033976833375915,22.05579193702806,546.7505850441443,0.0,-1.09856
,Mixed / non conventional,31,33,42,44,188007.97,2.3,0.0,-6.96,-44.344,0.238,-186.31932773109244,,,-1010.8074362925171,188332.96199561082,1876,0.016535030997952734,3.106478720520471,-187.87256709135266,0.0,-0.86463
,Mixed / non conventional,31,33,44,46,282208.19,1.72,0.0,-192.79,-60.343,0.36,-167.61944444444447,,,-1684.6790604875298,282384.9681861084,1877,-0.005438839915650644,-0.909182875027966,-167.16485300693049,0.0,-0.51216
,Mixed / non conventional,31,33,46,48,273451.34,1.71,0.0,33.84,-37.834,0.36,-105.09444444444446,,,-2603.594911662535,273623.3607995566,1878,-0.03982842984645937,-4.1040184032764415,-103.04243524280625,0.0,-1.06206
,Mixed / non conventional,31,33,48,50,-1591055.38,1.91,0.0,150.81,109.603,0.262,418.3320610687023,,,-3805.254101660642,-1591859.7912378295,1879,0.011286846851958666,4.748447405874003,420.7062847716393,0.0,-1.06127
,Mixed / non conventional,31,33,50,52,734139.56,1.94,0.0,-17.14,-36.123,0.262,-137.8740458015267,,,-5327.355742324881,734504.089618327,1880,-0.021528017026545512,-2.9365458015267336,-136.40577290076334,0.0,-0.66658
,Mixed / non conventional,31,33,35,37,7504.3,0.88,0.0,-249.9,-47.105,0.237,-198.75527426160338,,,-37.699111843077524,7492.897313789734,1881,0.016415341338345033,3.289635918037334,-200.40009222062204,0.0,-0.72026
,Mixed / non conventional,31,33,37,39,32435.22,0.89,0.0,159.68,-50.9,0.237,-214.76793248945148,,,-150.79644737231,32386.2412289054,1882,0.0019909275079199127,0.4280134564944831,-214.9819392176987,0.0,-0.87002
,Mixed / non conventional,31,33,39,41,-236899.34,2.23,0.0,-116.97,148.738,0.237,627.5864978902954,,,-376.99111843077526,-236594.53575171583,1883,0.033905868215501615,21.64582534202782,638.4094105613093,0.0,-0.99911
,Mixed / non conventional,31,33,41,43,161874.83,2.33,0.0,209.9,-50.817,0.237,-214.41772151898735,,,-753.9822368615518,161667.15329364338,1884,0.014849331474258438,3.207776488980784,-216.02160976347773,0.0,-1.00533
,Mixed / non conventional,31,33,43,45,230915.28,3.35,0.0,-35.16,-41.278,0.236,-174.90677966101694,,,-1319.46891450771,230784.05869936122,1885,-0.0001407366142041922,-0.024614055921404088,-174.89447263305624,0.0,-0.91126
